,uuid,timestamp,gps_lat,gps_lon,gps_alt,file_size,width,height,s3_path,url
94204,b3ace2b720f6908212631b954fe6218028416b3b,2017-09-08 13:00:49,29.864875,-95.63225,681.0,13176429.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613898/DSC_5989_97c153bd-0ac1-453f-a812-c3eaaba90ab4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613898/DSC_5989_97c153bd-0ac1-453f-a812-c3eaaba90ab4.jpg
95311,c91f3b2a389ab3b278608a5738b46a3923afb93a,2017-09-10 15:00:18,29.577059999999996,-95.538545,396.0,8875589.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613824/DSC_1228_a3ee8da6-8f63-406a-a591-5ab432a19d47.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613824/DSC_1228_a3ee8da6-8f63-406a-a591-5ab432a19d47.jpg
96795,14b375638f3e3f3138743575ed18f04aca3004a2,2017-09-28 15:56:38,18.4417583333333,-66.3852466666667,418.0,6459524.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614011/A0008AP-_e821f51e-22bd-4506-ad08-4a9bc4187e31.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614011/A0008AP-_e821f51e-22bd-4506-ad08-4a9bc4187e31.jpg
97054,77ba8cac9b649f9c9c98e5699847caabb2285299,2017-09-01 21:20:31,29.71554,-95.021895,316.0,7640613.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1161_f7f3abea-1238-4978-8b5d-e06de382dff3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1161_f7f3abea-1238-4978-8b5d-e06de382dff3.jpg
98322,0c0f7eb909f836674938f68ef3277e5bb5056eff,2017-09-28 16:01:57,18.443198333333303,-66.58793,410.0,6080923.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614011/A0008AP-_f249b192-86c2-456e-95b1-a1e93cdbc9ca.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614011/A0008AP-_f249b192-86c2-456e-95b1-a1e93cdbc9ca.jpg
98779,0350af0bb4e6bde958376386f8d02c9e639bc10c,2017-09-08 14:01:48,30.169993333333302,-93.9879783333333,480.0,12830821.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_3354_99752f33-f309-4679-8d15-243a1de12f82.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_3354_99752f33-f309-4679-8d15-243a1de12f82.jpg
99009,180f51bb9be6ded49cc3a977e6c51688d1edd44b,2017-09-01 17:06:40,29.8431183333333,-94.0048166666667,380.0,7508627.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613577/DSC_0910_0d632b41-12df-4af1-9535-206c878e485b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613577/DSC_0910_0d632b41-12df-4af1-9535-206c878e485b.jpg
99030,d4e92dbd05b31cf3bfd8796055d4c566094154a8,2017-09-01 21:22:36,29.7494683333333,-95.0663183333333,388.0,8989070.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1259_736c666a-e7ea-4925-89de-381c981b21c6.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1259_736c666a-e7ea-4925-89de-381c981b21c6.jpg
99168,0d5cb963ad3d5f42e7250a331cb4fb6282a9bbbb,2017-09-10 12:15:26,30.241013333333303,-93.7860033333333,491.0,13505527.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613808/DSC_956683e2e7b0-f381-4595-a037-dab2aca3e5d6.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613808/DSC_956683e2e7b0-f381-4595-a037-dab2aca3e5d6.jpg
99489,db17c780fdf757681d94978914ba01b2a1a6158c,2018-09-19 16:53:47,34.2880583333333,-79.0883483333333,468.0,9672957.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9096/615050/DSC_3646_52c1c748-83e1-4164-b014-0ac593c44476.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615050/DSC_3646_52c1c748-83e1-4164-b014-0ac593c44476.jpg
99617,1295e15b6b59adb962a1740380cc33dee6e7a713,2017-09-14 19:49:23,26.979518333333303,-82.2805566666667,354.0,6545451.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/9074/613727/DSC_0175_6d9fa67d-98ac-4f05-8809-c0a0a7572494.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613727/DSC_0175_6d9fa67d-98ac-4f05-8809-c0a0a7572494.jpg
99711,c4aa495574231dfe81f9be47b776aec7304dc9fc,2017-09-01 21:24:33,29.79427,-95.0868733333333,335.0,9157185.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1357_4f136db2-c56d-4c36-913f-f2f522ae8603.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1357_4f136db2-c56d-4c36-913f-f2f522ae8603.jpg
100151,aeffc0188d6c2a281bf5a94687027282f6fbcc66,2017-09-14 19:54:39,26.980066666666698,-82.1193166666667,338.0,6649604.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/9074/613727/DSC_0218_c449cace-1654-471f-a3d4-b6e62dc6cd15.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613727/DSC_0218_c449cace-1654-471f-a3d4-b6e62dc6cd15.jpg
100622,68d91047e2e64a39ee047a6594d41e78d9f7facd,2017-09-14 19:55:15,26.980256666666698,-82.101125,344.0,6573991.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/9074/613727/DSC_0223_5da5cce0-cf64-4009-865b-bf30f062ef87.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613727/DSC_0223_5da5cce0-cf64-4009-865b-bf30f062ef87.jpg
100745,1e736be25885b7c5d5da05ec2e4fed76d38836bc,2017-09-08 14:06:05,30.0577066666667,-93.9891283333333,309.0,13997993.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_3479_c32e482b-2e32-4bae-b24c-952e7e7be8ef.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_3479_c32e482b-2e32-4bae-b24c-952e7e7be8ef.jpg
101284,19b23fd0b9ecc4e7e9b9f52cdca02d2defbe2bc1,2017-09-01 21:10:24,30.5087116666667,-93.70136,311.0,7886892.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_1434_20003465-b531-4dc4-8257-efb772bf3b78.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613547/DSC_1434_20003465-b531-4dc4-8257-efb772bf3b78.jpg
101328,07733c73bb0fc2bf834ceffd5bc31673729ebaef,2017-10-11 11:03:56,18.081035,-67.0883016666667,561.0,9241660.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A0001_AP_3c403138-07dc-45dc-a676-627466017465.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A0001_AP_3c403138-07dc-45dc-a676-627466017465.jpg
101956,d9fa0e42beeb77c6015f2b298d2a2fe5ce19e8b6,2017-09-01 17:27:25,29.8437983333333,-94.028035,339.0,5162747.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613577/DSC_1082_f99e9707-eb6e-4fb2-830a-b29cdf167d50.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613577/DSC_1082_f99e9707-eb6e-4fb2-830a-b29cdf167d50.jpg
102051,96dc8d23d188d556a9be2678cf86c7ab8954c10a,2016-10-10 18:07:45,29.7132816666667,-81.576695,317.0,4135039.0,3216.0,2136.0,s3://ladi/Images/FEMA_CAP/3042/291545/DSC_4212_658a0e76-21dd-4036-95d9-237ca475bcfd.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291545/DSC_4212_658a0e76-21dd-4036-95d9-237ca475bcfd.jpg
102253,49116226559385e444058fbdee5a54c02a0a9fde,2018-09-19 14:30:04,34.9976233333333,-79.89109499999999,640.0,12210931.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9096/615054/DSC_7353_ec3a9888-5f94-4eb7-937f-545719a3d2ec.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615054/DSC_7353_ec3a9888-5f94-4eb7-937f-545719a3d2ec.jpg
103089,df5b36583718a24a3a324cdcfc087348017358d3,2017-09-14 20:15:07,26.965709999999998,-82.011215,386.0,4913410.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/9074/613727/DSC_0366_ad7fe187-4bae-4724-b043-45da2f922102.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613727/DSC_0366_ad7fe187-4bae-4724-b043-45da2f922102.jpg
104433,8a5d3840f54ec4c14c93d5d31574f6aae7fdc962,2017-10-07 12:26:35,18.436954999999998,-66.5256233333333,352.0,6791763.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614054/A0133_AP_55342016-31ea-4ad5-994b-73959a958904.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614054/A0133_AP_55342016-31ea-4ad5-994b-73959a958904.jpg
104652,7dc3633b42a3a52a176459530a1a359bb6710e83,2017-09-01 21:29:47,29.841084999999996,-95.0722766666667,367.0,8198972.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1567_a01dc957-9614-4650-a348-f14226640cfe.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1567_a01dc957-9614-4650-a348-f14226640cfe.jpg
104725,d261091fc8839b6914cafc8fe45097722092a53c,2017-09-08 14:12:24,30.104291666666697,-93.98199,353.0,16077428.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_3633_0d00cb1d-65b8-44e2-8c3b-3b77add42870.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_3633_0d00cb1d-65b8-44e2-8c3b-3b77add42870.jpg
105023,c8b7014ba3745ee60675a59c4eacd0474d22ab10,2017-09-08 09:38:04,30.102755,-94.1622983333333,325.0,15098279.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613886/DSC_1389_3851e7a8-1a64-468b-8fa7-ce43e9ddc23a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613886/DSC_1389_3851e7a8-1a64-468b-8fa7-ce43e9ddc23a.jpg
106528,0f594217609315be2d876eb16ed47f3d58bdf10f,2017-09-08 09:41:39,30.2008033333333,-94.1614083333333,335.0,16767134.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613886/DSC_1449_16537b45-5122-4a35-b253-e51dff8235ff.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613886/DSC_1449_16537b45-5122-4a35-b253-e51dff8235ff.jpg
106806,9df36f0b7bda1a9f6f1142ba59f58c850ba205a1,2016-10-10 16:07:24,31.0989716666667,-81.397825,463.0,6331328.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_3799_72f2ecfc-1439-4757-9bbf-abcd25e88b1f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_3799_72f2ecfc-1439-4757-9bbf-abcd25e88b1f.jpg
107038,6bbba4c8ba5b0d9fa9b768150a68834607ee0a84,2017-10-07 12:14:45,18.3979966666667,-66.4399,456.0,6925184.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614054/A0133_AP_8c7185a6-3dd0-49d9-b3aa-3015c80ac65e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614054/A0133_AP_8c7185a6-3dd0-49d9-b3aa-3015c80ac65e.jpg
107817,a039c9356913e532c6b8f22f05de4f7291a88ec7,2016-10-10 16:14:49,31.100646666666698,-81.6473316666667,462.0,6515742.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_3888_52913e43-4687-41a6-a370-495ac4a02b2a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_3888_52913e43-4687-41a6-a370-495ac4a02b2a.jpg
108521,defaf2749672e52914ad155008930825a2a13c07,2017-09-01 21:36:48,29.925745000000003,-95.1346683333333,302.0,8709806.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1742_d70bad8a-0574-4859-b61b-13486ed5372d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1742_d70bad8a-0574-4859-b61b-13486ed5372d.jpg
109963,7cec7190d74a065a2f31274a33f2ae650165b322,2016-10-10 16:31:59,31.064015,-81.47751,474.0,6053258.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_4057_17bc1797-5e4d-452f-8218-abc2752d1b6c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_4057_17bc1797-5e4d-452f-8218-abc2752d1b6c.jpg
110954,7fd4a8bc8c3cd9b18e3302474d5e93a61ba55eef,2017-10-07 11:24:42,18.274186666666697,-66.5338533333333,1002.0,7244442.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_1c160cae-cbe5-453f-aca3-78df16f63186.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614056/A0113_AP_1c160cae-cbe5-453f-aca3-78df16f63186.jpg
110962,ec6e2cfec6011f457164026bc470053d2a92675b,2017-10-11 11:14:51,18.1196083333333,-67.0645,453.0,8671562.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A0001_AP_a523223d-6bdd-4328-b94e-6ea724972048.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A0001_AP_a523223d-6bdd-4328-b94e-6ea724972048.jpg
111241,b99879accf4d66793c20240c475100f89f91e858,2017-10-07 12:13:56,18.397966666666697,-66.4607633333333,456.0,7399890.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_246d015b-fe52-4578-b90a-919e76d7145f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614056/A0113_AP_246d015b-fe52-4578-b90a-919e76d7145f.jpg
111879,fd0def597fdd6f248c441d67d982e9288f841c0f,2017-09-10 12:26:47,30.209706666666698,-93.9054183333333,451.0,10913589.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613808/DSC_9760665dd6c8-6fbd-48ca-90d7-85c2ba4ba9d1.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613808/DSC_9760665dd6c8-6fbd-48ca-90d7-85c2ba4ba9d1.jpg
113079,c0c3b9ff637e96fe34c4ac7ba29cd3aa5ca4f88a,2017-10-07 12:08:16,18.3807266666667,-66.6052766666667,507.0,7794559.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_6c177555-6e44-48ab-8b9e-aa2b3e550ead.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614056/A0113_AP_6c177555-6e44-48ab-8b9e-aa2b3e550ead.jpg
115000,1036593bc0592e2e2c263158a93ec6e57a3f96d9,2017-10-11 09:42:57,18.0256283333333,-67.0494933333333,319.0,8836317.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A0001_AP_df326142-8fe3-4376-b5de-d93469f65ed9.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A0001_AP_df326142-8fe3-4376-b5de-d93469f65ed9.jpg
115403,63e5aa52a57a98f315a088b5cca6320c1bd11bd1,2017-09-01 21:41:45,30.018005,-95.1403783333333,340.0,9540197.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_2023_34b793e0-7e9c-4e74-ab1d-8f1bd4c8bbcc.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_2023_34b793e0-7e9c-4e74-ab1d-8f1bd4c8bbcc.jpg
116256,e2558188c28dadacc923768d2baebd135e23bed3,2017-10-07 12:10:03,18.3965433333333,-66.5753216666667,504.0,7990594.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_ef3dd1f0-359c-47cd-83e9-78c2d688c7e7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614056/A0113_AP_ef3dd1f0-359c-47cd-83e9-78c2d688c7e7.jpg
116374,c88fbc64a86baad9ae7d68885c7dcf6c80b31954,2016-10-10 11:53:23,29.6214,-81.1758466666667,211.0,8327520.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2187_c0ef361f-d3c2-4c25-ac42-f57822c23af1.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2187_c0ef361f-d3c2-4c25-ac42-f57822c23af1.jpg
116848,5f44d4d162a1095cecee5ace395d458fd0bcf290,2017-09-08 14:26:11,30.0315933333333,-93.9685516666667,327.0,11720144.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_4039_70d60ef8-7cc5-4acc-a0a2-0cd1672c2eef.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_4039_70d60ef8-7cc5-4acc-a0a2-0cd1672c2eef.jpg
117847,e45149fa434f56d3a1e3d080cac7177f8ee1fedc,2016-10-10 12:05:48,29.526671666666697,-81.18138499999999,467.0,7922201.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2348_2eb6490b-eadc-4a8d-8c2f-596a42f5bc56.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2348_2eb6490b-eadc-4a8d-8c2f-596a42f5bc56.jpg
117941,a04ec6fae04d5cf44150ecaf8d234915850cdf11,2016-10-10 17:47:05,31.13205,-81.6585266666667,462.0,6217468.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_4790_443e8e63-b058-4b39-8a68-a1e8c4eb008e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_4790_443e8e63-b058-4b39-8a68-a1e8c4eb008e.jpg
118511,d099e481e5f44b0b09759ec0b57797263336c51e,2017-09-05 16:31:55,29.8986,-95.7142083333333,307.0,6548534.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613937/DSC_0690_20226769-36b5-42c2-9a63-9cda54393e6d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613937/DSC_0690_20226769-36b5-42c2-9a63-9cda54393e6d.jpg
118719,103205bb8876e0c850587bca0f2b86786bd1fa50,2016-10-10 17:53:10,31.1338683333333,-81.4907966666667,478.0,6179736.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_4863_5858702e-0e2b-456c-9bec-4da9b93cbef4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_4863_5858702e-0e2b-456c-9bec-4da9b93cbef4.jpg
118918,afe6a4b2b243edd2675a728032859c6c778ff73c,2016-10-10 17:56:15,31.133786666666698,-81.4049833333333,463.0,6258953.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_4900_58e366d9-aa23-4f55-b1e3-cef187b9b3ff.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_4900_58e366d9-aa23-4f55-b1e3-cef187b9b3ff.jpg
119362,c5490719e8d2ed744ea5097695978d4e7e0d8d1b,2017-09-08 10:15:57,30.0700616666667,-94.12548833333331,342.0,12156403.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613886/DSC_1864_2911f9d4-af1b-4923-aaa8-ef1a95ab4945.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613886/DSC_1864_2911f9d4-af1b-4923-aaa8-ef1a95ab4945.jpg
119547,f9979f9bbfc1b1c078a7e94ab1bdc2cc0eaa1870,2016-10-10 12:22:42,29.66905,-81.2782633333333,473.0,7483155.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2503_0908ba22-a717-41ee-88c2-898a3ee0e699.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2503_0908ba22-a717-41ee-88c2-898a3ee0e699.jpg
119709,451e06d60abd9ae9b2ca3137872f2c20e533a5d5,2017-09-10 15:15:40,29.557240000000004,-95.5287883333333,394.0,9494551.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613824/DSC_1400_8e57fe35-544b-4e0d-86dc-5e722f5c9106.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613824/DSC_1400_8e57fe35-544b-4e0d-86dc-5e722f5c9106.jpg
120247,7145e4edad49af8cc6750b5e9fb455f34f0c27dc,2017-09-08 14:29:48,30.0651333333333,-93.9629866666667,288.0,16461719.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_4124_35d65479-788c-4856-8aea-3dab63a40146.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_4124_35d65479-788c-4856-8aea-3dab63a40146.jpg
120731,422005cd1c327472e20c292ada634ba5c1b15997,2016-10-10 12:43:17,29.6800083333333,-81.3241966666667,467.0,6922791.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2604_dc796cb9-d0fc-4f0a-89aa-56497c553f9f.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2604_dc796cb9-d0fc-4f0a-89aa-56497c553f9f.jpg
121176,fa3191456470959824ba23cddb9f2b339a47a63f,2017-09-08 15:48:22,27.669545,-97.15231666666669,306.0,9840985.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613927/DSC_0078_36284ce5-1a65-4b5f-8206-6b883652ea93.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613927/DSC_0078_36284ce5-1a65-4b5f-8206-6b883652ea93.jpg
121757,97c3d1afc899f59438d0a60d85014c8774dd0e16,2017-09-05 16:54:41,30.0576816666667,-95.7303683333333,311.0,6626956.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613937/DSC_1011_4db410eb-e22f-4ded-b83b-faafd18c61c4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613937/DSC_1011_4db410eb-e22f-4ded-b83b-faafd18c61c4.jpg
122283,4a549aa9b00edc6a1b5c19a6332c66d8f5a8bf17,2016-10-10 12:59:55,29.6502333333333,-81.3323066666667,465.0,7768891.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2746_cb001c60-75d4-489c-8a0e-9c0a5b3b76a4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2746_cb001c60-75d4-489c-8a0e-9c0a5b3b76a4.jpg
122701,44b6ca709b39dfab04ac5c0e2460014b5385bb98,2017-10-11 09:18:01,17.9734583333333,-67.1629166666667,357.0,8511313.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A001_AP__8bee414d-d240-474f-b0d8-6c9ca8e4349d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A001_AP__8bee414d-d240-474f-b0d8-6c9ca8e4349d.jpg
123810,01ad9d538418df5c5a22e42d0be028cce0a90410,2017-09-13 16:36:56,26.1234785555556,-81.7573202222222,23.129,4702990.0,4000.0,3000.0,s3://ladi/Images/FEMA_CAP/9074/613731/DJI_0164_c050892e-dd6c-4637-b66c-01b3773e92e0.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613731/DJI_0164_c050892e-dd6c-4637-b66c-01b3773e92e0.jpg
123816,97a87b6a916eb7ef7b8015f60d902acd628da48a,2016-10-09 12:25:13,29.3528466666667,-81.0542816666667,467.0,6672820.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/3042/291548/DSC_0138_3610367a-4279-4a82-a048-e3894071338a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291548/DSC_0138_3610367a-4279-4a82-a048-e3894071338a.jpg
124091,9f34ce916603c64f36461ecbb254a610e9802c2e,2017-09-08 14:31:58,30.12375,-93.96574333333331,320.0,16284679.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_4201_1cb10ae1-b6c9-4a8b-b0c5-583117721a70.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_4201_1cb10ae1-b6c9-4a8b-b0c5-583117721a70.jpg
126144,51c51e89eba02d52ad7d7aac3c2402424c3baa83,2017-09-08 13:10:09,30.1895416666667,-94.1230716666667,316.0,17364825.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613887/DSC_1978_a20e0321-c753-49f2-bd0d-ec9d63e70b9e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613887/DSC_1978_a20e0321-c753-49f2-bd0d-ec9d63e70b9e.jpg
126252,f9803a6a161f3c7dfc0c668fab4f4776bad5a23c,2017-09-05 17:20:31,30.112175,-95.7505016666667,383.0,6729404.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613937/DSC_1383_83641e57-c06e-4a2a-84c2-cb66e4aadc67.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613937/DSC_1383_83641e57-c06e-4a2a-84c2-cb66e4aadc67.jpg
126729,e5a7592ceaa1cabf648de9bddee0ec12bf0b1fac,2017-09-10 15:17:50,29.612265,-95.525855,395.0,8994042.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613824/DSC_1426_87a60828-6c57-4560-8982-c43078e8c7a2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613824/DSC_1426_87a60828-6c57-4560-8982-c43078e8c7a2.jpg
126936,18babf7f8bdfb1712e05f77bb6f7c795632bd9d4,2017-09-05 17:24:27,29.995684999999998,-95.7515283333333,372.0,6711973.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613937/DSC_1442_d1e6cdfa-9cf2-45ee-bd61-0c368910f822.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613937/DSC_1442_d1e6cdfa-9cf2-45ee-bd61-0c368910f822.jpg
127446,6fd9740ddc8babc8283985dd2cb3d0d4d8e07e04,2017-09-08 16:25:49,27.7054166666667,-97.14711,299.0,12501887.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613927/DSC_0518_fc189d90-f66d-436c-82cb-8ffa5e982f2a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613927/DSC_0518_fc189d90-f66d-436c-82cb-8ffa5e982f2a.jpg
